id,name,evo_from_id,image,weight,height,type
325,บูพิก,324,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/369dc25a556964d636f28054f6ea8f1555675223.png,71.5,0.9,พลังจิต
326,พัทชีล,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/6d72b2dce3e16d3c083943b05eef10b89efc2f9f.png,5,1.1,ปกติ
327,นัคครา,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/eceedae11954b6e253088a94fc8d4ce5830a713a.png,15,0.7,ดิน
328,วิบราวา,327,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/1e28beac98bd9d52fe346f06c64b4c3d4e73148b.png,15.3,1.1,ดิน มังกร
329,ฟลายกอน,328,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/842de5935ca2e534049c2294abe164d22c253f52.png,82,2,ดิน มังกร
330,ซาโบเนีย,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/08c4d0bd21e0f0d9d2d99b6aeb334d658d6c7c9b.png,51.3,0.4,หญ้า
331,น็อคทัส,330,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/ace94f428f74aaa5381f18a67b875512307685ff.png,77.4,1.3,หญ้า ความมืด
332,ทิลท์โท,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/26b9e1a44d8132826a66902935baf612a684c5c4.png,1.2,0.4,ปกติ บิน
333,ทิลทาลิส,332,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/0583f1badf583c486638ee75c63e8abcab20761a.png,20.6,1.1,มังกร บิน
334,แซงกูส,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/0f40a89ed68c4539ee864e432980b73af7e46b7a.png,40.3,1.3,ปกติ
335,ฮาบูเนค,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/30c40ba00673e1c9b979752477ad740397a6bcd7.png,52.5,2.7,พิษ
336,ลูนาโทน,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/1361445d102f53120406033174f81254e83c1a77.png,168,1,หิน พลังจิต
337,โซลร็อก,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/88fa12f4bcea6b739baf4f6e5a57662360cff123.png,154,1.2,หิน พลังจิต
338,โดโจทช์,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/9ad4f081bac9acb6cf6b865b33a3ff960efdbb34.png,1.9,0.4,น้ำ ดิน
339,นามาซูน,338,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/a4dfef7af997fdd8ffec571ac370f1c9f04dc066.png,23.6,0.9,น้ำ ดิน
340,เฮกานิ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/44c7090c460ef1724f454facf78bc1a393e5aaef.png,11.5,0.6,น้ำ
341,ชิซาริเกอร์,340,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/4992f2e073cfcd56e6a83b7e536dcee7026c8bd0.png,32.8,1.1,น้ำ ความมืด
342,ยาจิลอน,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/79f506a3da448fb439a46a84b6b9d480614060ca.png,21.5,0.5,ดิน พลังจิต
343,เนนดอลล์,342,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/a6616b936253c1226245d642c2bd19f4ad9eb273.png,108,1.5,ดิน พลังจิต
344,ลิลีลา,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/c213418116405410589d47a08fcbe12d0d8caffb.png,23.8,1,หิน หญ้า
345,ยูเรเดิล,344,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/d729e836684b7c7a7ecd60a69f57459a27329e8a.png,60.4,1.5,หิน หญ้า
346,อน็อปธ์,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/a57102129d4a2459746492364898b93889a4cd6b.png,12.5,0.7,หิน แมลง
347,อามัลโด,346,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/25568943eadb2ec8b4298f0d9e92b643a74cdb58.png,68.2,1.5,หิน แมลง
348,ฮินบาส,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/33bc0797c597538eb05373ba35b7a2a84038f87f.png,7.4,0.6,น้ำ
349,มิโลคารอส,348,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/fea142043a53539815b5a08756a010348931350a.png,162,6.2,น้ำ
350,โปวาลุน,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/2417d34f6020c9ebcc1bc09f161b78d56eab92e0.png,0.8,0.3,ปกติ
351,คาคุเลียน,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/ab6201c92f656bc6123c9a759184b4e20c38c95f.png,22,1,ปกติ
352,คาเงะโบสึ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/8b236d327f2aeae5c3f6491ad4b218bb5c2cca3b.png,2.3,0.6,ผี
353,จุปเป็ตตะ,352,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/d79c0c0d438ff5dde2e0d3f7c3fe4fd312c55b38.png,12.5,1.1,ผี
354,โยมาวารุ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/14a960a289c7782d6b1f1e21d669e16153fd4004.png,15,0.8,ผี
355,ซามาโยรุ,354,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/6a82e5a5f541702a1f624f24f8d8b65f25002558.png,30.6,1.6,ผี
356,โทรพิอุส,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/65685a0773fc5d4182361c4312e992fcb779cf05.png,100,2,หญ้า บิน
357,ชิรีน,356,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/4509025f08b3748ef1f99a25918992f055efd703.png,1,0.6,พลังจิต
358,แอบโซล,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/1eaad86bbb4faf9b3bca77fffadb906ba8180d32.png,47,1.2,ความมืด
359,โซนาโนะ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/e5f3ddbd4b2b4373167af18a564b9a906e3687a7.png,14,0.6,พลังจิต
360,ยูกิวาราชิ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/bfd143df49d01a4dff9172c05baa85bc89d6da55.png,16.8,0.7,น้ำแข็ง
361,โอนิโกริ,360,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/341bd41b95b187f828b4be98d1aca6fde684563a.png,256.5,1.5,น้ำแข็ง
362,ทามาซาราชิ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/b78c1937ad2d789abb26d2d33dd51a968c63bf1c.png,39.5,0.8,น้ำแข็ง น้ำ
363,โทดอกเกลอร์,362,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/ea5fc37423479f10a042155ab39fef318cf413d5.png,87.6,1.1,น้ำแข็ง น้ำ
364,โทโดเซรุกา,363,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/1b3da13ac5c89d5e538b6d4695e1d69d28c30dd1.png,150.6,1.4,น้ำแข็ง น้ำ
365,ปาลูลุ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/10aa8119b6768f4946443b3b1f301efaea1e75b0.png,52.5,0.4,น้ำ
366,ฮันเทล,365,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/f947aa53eb167d6f5d1948ac41e80782209a36c1.png,27,1.7,น้ำ
367,ซาคุราบิส,366,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/8275c09a2212c257e685b14f803678cda9410611.png,22.6,1.8,น้ำ
368,จีแลนซ์,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/7969fb948b9b1cae796b538682b08d7c875e4732.png,23.4,1,น้ำ หิน
369,เลิฟคัส,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/3baff8d6497b6d553da9b9caf99ebcdf10f6f068.png,8.7,0.6,น้ำ
370,ทัทซึเบ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/34d420292325938434380d6f2f1abde7456cdaf5.png,42.1,0.6,มังกร
371,โคโมรู,370,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/b4fc26ce33521e32f64d84494abaca94ad76b1b0.png,110.5,1.1,มังกร
372,โบมันเดอร์,371,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/1b6da69201f81f16752be61288bbb07575b71113.png,102.6,1.5,มังกร บิน
373,ดันบัล,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/874e1c98380ed5026b0938552f5cb60d2eab3743.png,95.2,0.6,โลหะ พลังจิต
374,เมแทงก์,373,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/6ac7e6e8ff9ac9fbcd55647f90973822caba43fd.png,202.5,1.2,โลหะ พลังจิต
375,เมทากรอส,374,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/7ed3b8018182fffad36c3b3534930170e5ed92a7.png,550,1.6,โลหะ พลังจิต
376,เรจิร็อก,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/2dd466d60c03933d6d4f60c3859ed69058ac6d67.png,230,1.7,หิน
377,เรจิไอซ์,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/a797782c9295522a9642e6682f279cc373921a3d.png,175,1.8,น้ำแข็ง
378,เรจิสตีล,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/bc27a28a5ca69294fef59bf9815f848173b9a486.png,205,1.9,โลหะ
379,ลาทิอาส,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/648f3a069476c341b6c7ce755fde65ff244504aa.png,40,1.4,มังกร พลังจิต
380,ลาทิโอส,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/5a25f1cc2f86cab788c01291e2f5888545e73f54.png,60,2,มังกร พลังจิต
381,ไคออกา,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/791478067602b397c7ffd0defdd380bad39f2a6f.png,352,4.5,น้ำ
382,กราดอน,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/d19f02a5b30541b7b696a6efeb8f368756702e3d.png,950,3.5,ดิน
383,เร็คควอซา,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/f6a02199446c37509259046601ee6ac55542e97f.png,206.5,7,มังกร บิน
384,จิราชิ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/03c12c7894da033493007adcef4c9ac650a23cd8.png,1.1,0.3,โลหะ พลังจิต
385,ดีอ็อกซิส,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/3dd911dcc578432a78731ed5f2d8ab6ab07dabac.png,60.8,1.7,พลังจิต
386,นาเอเติล,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/57dadab31f0df98224f839e026b9883aa1ae3924.png,10.2,0.4,หญ้า
387,ฮายาชิกาเมะ,386,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/1b8f0bbccf1cb73068608a2735fd004b040d996a.png,97,1.1,หญ้า
388,โดไดโทส,387,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/bb78c61177528eb7bd09e3f7a5a20628514506cc.png,310,2.2,หญ้า ดิน
389,ฮิโกซารุ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/0ca7040a3690c1d41d5134720da585d237c91837.png,6.2,0.5,ไฟ
390,โมคาซารุ,389,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/e603602d3bdccf5ea667b2e6134172c5cbae7809.png,22,0.9,ไฟ ต่อสู้
391,โกคาซารุ,390,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/bf75e37cf956934e36389065dd83d3fd8156a0a1.png,55,1.2,ไฟ ต่อสู้
392,โพจจามะ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/f3868a6a16c75d75435819deab8bab97926fc54c.png,5.2,0.4,น้ำ
393,โพจไทชิ,392,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/8cfb7e43b94feb75e11e612a2b18075a247a820e.png,23,0.8,น้ำ
394,เอ็มเพลท์,393,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/b9315248eb858f1d27c2820c3143f0592981a8c9.png,84.5,1.7,น้ำ โลหะ
395,มุคคูรุ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/2b43cb4cdbac1c6c0f318c0cb28dd98cf0bc5d7b.png,2,0.3,ปกติ บิน
396,มุคูเบิร์ด,395,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/19a96fc505bababdb3dcea2fb57c9b33c45a6b86.png,15.5,0.6,ปกติ บิน
397,มุคูฮอว์ก,396,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/17e6bc79d3b91f5d0ff143d89d547f71db27c63d.png,24.9,1.2,ปกติ บิน
398,บิปปา,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/9a509a9fd23f903d12173115e765838158e64e99.png,20,0.5,ปกติ
399,บีดารุ,398,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/f53052bc375f8a98f717890ff06990988f8601a2.png,31.5,1,ปกติ น้ำ
400,โคโรโบชิ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/414be2a80cbdafbdbf0f7f16dc26bdcd1d8ffdc8.png,2.2,0.3,แมลง
401,โคโรท็อก,400,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/92ccd9bf8d8023b2e27412e7e52298c3eb3f5ba0.png,25.5,1,แมลง
402,โคลิงก์,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/7d601b22a8768e5fa738d4c1191463fd2bcdc91c.png,9.5,0.5,ไฟฟ้า
403,ลุคซิโอ,402,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/d660b35873cef4509258fd5e58c4560dcf80ff80.png,30.5,0.9,ไฟฟ้า
404,เร็นโทรา,403,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/7275dd75bb1942ebb59caf6f82b8a3477a012a8d.png,42,1.4,ไฟฟ้า
405,ซึโบมี,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/8e60ea2b7a749fd94ba0d37a1a5adf5d4e84b675.png,1.2,0.2,หญ้า พิษ
406,โรสเรด,405,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/61031473809ecac81ea3e45d71ffbe1bda223247.png,14.5,0.9,หญ้า พิษ
407,ซึไกโดส,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/963bb1c3938fe9087b19d13102190aec22558dfb.png,31.5,0.9,หิน
408,แรมพาร์ด,407,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/479c4e29266ab5c24e2e347ce4a238bbed7a9773.png,102.5,1.6,หิน
409,ทาเทท็อปส์,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/1e91c3a0f939f8a07c8ef2bab61ad73aa1eea664.png,57,0.5,หิน โลหะ
410,โทริเด็ปส์,409,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/24633af77416e9ffdeeed8143937ed4fb11d100d.png,149.5,1.3,หิน โลหะ
411,มิโนมุจจิ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/750ccc2f54ee66c3a47e331b58f11ec01b28405d.png,3.4,0.2,แมลง
412,มิโนมาดาม,411,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/5d503a9822d853625f41ab4bea29869cf84bd659.png,6.5,0.5,แมลง หญ้า
413,กาเมล,412,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/feacd42d2d663a5a197404b946fab984988bfe7c.png,23.3,0.9,แมลง บิน
414,มิทซึฮันนี,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/39406d5636d65c1b6dda3ed450ac3cfed069026c.png,5.5,0.3,แมลง บิน
415,บีควิน,414,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/dc6d73b8b5256bac9aa95f48ce2fd65edf33113b.png,38.5,1.2,แมลง บิน
416,พาจิริซึ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/f54134fa0e748ccc3a2afc4a70ace59b34ddcb1f.png,3.9,0.4,ไฟฟ้า
417,บุยเซล,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/9427f1daedb70cf30d38a7e63b70685369ed1c30.png,29.5,0.7,น้ำ
418,โฟลเซล,417,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/ea306b206591d1736654c86725dca1435cf9cd07.png,33.5,1.1,น้ำ
419,เชอรินโบ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/0f5e18c1e5ea2314ec06514470e74856385409e7.png,3.3,0.4,หญ้า
420,เชอริม,419,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/47fa1ec52ec478732d8c5043e3570e6120365310.png,9.3,0.5,หญ้า
421,คารานะคูชิ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/88dea047d3aede92739fae69fdd28f2b8e41d926.png,6.3,0.3,น้ำ
422,ไทรโทดอน,421,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/a2c628aa140ea33e8fbfc225e714e2fe47fed8c3.png,29.9,0.9,น้ำ ดิน
423,เอเทโบธ,422,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/b3986927eb4ca6c18f7344122a3a37ff2d8a7ef3.png,20.3,1.2,ปกติ
424,ฟูวันเต,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/d0afac04203335cd41f01d4edec50f3f4d3ef1dc.png,1.2,0.4,ผี บิน
425,ฟูวาไรด์,424,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/ae7f12e0eb9929e9b3ee936496435f6711f0947b.png,15,1.2,ผี บิน
426,มิมิโรล,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/3c74d09fc5c77d453e8267cce72d7263a16fee40.png,5.5,0.4,ปกติ
427,มิมิล็อป,426,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/451e8286b8948ebd061450a5d2c5d21cea53c1fc.png,33.3,1.2,ปกติ
428,มูมาจิ,427,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/2ed3fc7439681c14e9679c5e03f808522aedebcb.png,4.4,0.9,ผี
429,ดอนคาราซึ,428,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/4ae0dd4cbd1b787580b246fa0359d4c364075626.png,27.3,0.9,ความมืด บิน
430,เนียรุมา,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/211a2a746e956cc71256745ed31d2689a0225d9b.png,3.9,0.5,ปกติ
431,บูเนียตโตะ,430,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/62de04737da0fb972352a9cb8aa3f2234eeb866e.png,43.8,1,ปกติ
432,ลีชาน,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/bda164d09f72c726b5c9bb471a17b2b20993fe17.png,0.6,0.2,พลังจิต
433,สกังพู,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/54a97452974114ee7ad44a2a646ac17587962eb7.png,19.2,0.4,พิษ ความมืด
434,สกาแทงค์,433,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/8ffc8914f81e8ce1f3d63da79d13c87cb5e4bc50.png,38,1,พิษ ความมืด
435,โดมิเรอร์,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/4d4d7ede9f3fcabe88868fd00c24e5e853e86d15.png,60.5,0.5,โลหะ พลังจิต
436,โดทาคุน,435,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/a656b7eb5b6ea83b2b73ec735e934362414adcb9.png,187,1.3,โลหะ พลังจิต
437,อุโซฮาจิ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/7edc819f6ebd67cdd927c94ba24597db632d1382.png,15,0.5,หิน
438,มาเนเน,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/fffde76e49de70c9df4dae6b7f72ca89319427ec.png,13,0.6,พลังจิต แฟรี่
439,พินพูคุ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/68fb6785cd8ac32bd3e9a623c29dd4f9f880c0bc.png,24.4,0.6,ปกติ
440,เพแรป,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/e5c49f066748cdb4093e4176d0e5cc0d8a8ff30a.png,1.9,0.5,ปกติ บิน
441,มิคารูเกะ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/9f00195b2791c7f796148202bb38a4eb2adc04f5.png,108,1,ผี ความมืด
442,ฟุคามารุ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/809114c002019e1937a8738a7c5b02f77f641768.png,20.5,0.7,มังกร ดิน
443,กาไบต์,442,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/34f2f90f5146bb8b42c89d6608c582f8f4651ff3.png,56,1.4,มังกร ดิน
444,กาเบรียส,443,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/d4d0ef0113d937d63f150354bd7a1869b36f33ea.png,95,1.9,มังกร ดิน
445,กอนเบะ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/9045520683084c28ae9f459d29426567e72d8abe.png,105,0.6,ปกติ
446,ริโอลุ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/aae700aa7bb29fae4a30b77c495b0b66406d74d6.png,20.2,0.7,ต่อสู้
447,ลูคาริโอ,446,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/1e83fbcb00ab179cc89db5c53baea3e72d5942ad.png,54,1.2,ต่อสู้ โลหะ
448,ฮิปโปโปตัส,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/b29e7ce575c69eb80894de8c529eaa073528cfc0.png,49.5,0.8,ดิน
449,คาบัลดอน,448,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/9cf686e06841bf55df81b7d081d7329851eb5d50.png,300,2,ดิน
450,สกอร์ปี,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/0e7e54f2b2460caca3d9c56dacc988679667fbd7.png,12,0.8,พิษ แมลง
451,โดราเปียน,450,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/004f2219d6d2e54f41e00343714b9313d9efd99d.png,61.5,1.3,พิษ ความมืด
452,กูเรกกรู,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/985595fa70c8adc4f26a2074e19aa2d9596b116a.png,23,0.7,พิษ ต่อสู้
453,โดคูร็อก,452,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/1f4f69841259e490584d640a1d8d8cc69f6f57a8.png,44.4,1.3,พิษ ต่อสู้
454,มัสคิปปา,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/8ab6e40e0c858498151863038c26694589773b86.png,27,1.4,หญ้า
455,เคโคโอ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/1b036ae520b440aa9741b1c4193c7a50ce5214e7.png,7,0.4,น้ำ
456,เนโอแลนท์,455,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/da6e50df7d20aad11facd637f65e767516821418.png,24,1.2,น้ำ
457,ทาแมนทา,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/a8eb238e6822602c3a151f7ed56de77517284d3b.png,65,1,น้ำ บิน
458,ยูกิคาบูริ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/55f6459045c82463cf86e6021a78673a308e2b5d.png,50.5,1,หญ้า น้ำแข็ง
459,ยูกิโนะโอ,458,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/78cf3a00eb7c442d2f93136ac1e5ff298381c135.png,135.5,2.2,หญ้า น้ำแข็ง
460,มานิวลา,459,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/4647a07643460c510c56a3d66a0a056d3acecfbe.png,34,1.1,ความมืด น้ำแข็ง
461,จิบะคอยล์,460,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/2ab2b39586d0d13a9f5bbb10bbc5ca7acfd1b87d.png,180,1.2,ไฟฟ้า โลหะ
462,เบโรเบลท์,461,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/8b39a69974c0a1bf5ae8076e241bc6cd56147420.png,140,1.7,ปกติ
463,โดไซดอน,462,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/532303e5b084a5a419be52e8b1e788cd92156450.png,282.8,2.4,ดิน หิน
464,โมจัมโบ,463,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/db4c38f5a6f59162fc470cb02f8cbd03df71b144.png,128.6,2,หญ้า
465,เอเลคิเบิล,464,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/ea3336a1c8d6fbbfddf7339f748f516fdbf479a2.png,138.6,1.8,ไฟฟ้า
466,บูเบิร์น,465,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/6bec00f39c3b07e12175e9b9723ce3c7e87fe910.png,68,1.6,ไฟ
467,โทเกคิส,466,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/d3c43e93db47217ee457ac9226115fcc514e983e.png,38,1.5,แฟรี่ บิน
468,เมกะยันมา,467,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/570d7e9399add0a24e70929bd65a8d959329d7a9.png,51.5,1.9,แมลง บิน
469,ลีเฟีย,468,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/7f1e68189aba8d4c1fa4513ea2a9559d1e64799a.png,25.5,1,หญ้า
470,กราเซีย,469,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/bac1f907c1b3d8eb9ea77477c395cf31147b47e5.png,25.9,0.8,น้ำแข็ง
471,ไกลออน,470,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/d7733c329cc74387d6c197cb3ba72061d0c5c718.png,42.5,2,ดิน บิน
472,แมมมู,471,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/b4b1364ac4bb4e243c43749a26ed3a1d617d2244.png,291,2.5,น้ำแข็ง ดิน
473,โพรีกอน-แซด,472,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/1f2551fec0bed487d3e7e55c5300aed0175e02f3.png,34,0.9,ปกติ
474,เอรูเรโด,473,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/20b55228e9d4c4160aed8b25cffbb2be48b80a16.png,52,1.6,พลังจิต ต่อสู้
475,ไดโนซ,474,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/3ef169934683ee93a67974436a500df55cbaed7a.png,340,1.4,หิน โลหะ
476,โยนัวร์,475,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/48ae5a55b7cd9a0f8809a00bcede50612027d279.png,106.6,2.2,ผี
477,ยูกิเมโนโกะ,476,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/caa060a11c4104aed3812e715417ebf6666cfaa7.png,26.6,1.3,น้ำแข็ง ผี
478,โรตอม,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/0e8fe050bf0d35f752267629707bddef00bc1405.png,0.3,0.3,ไฟฟ้า ผี
479,ยุคซี,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/abdc1a6d8fbf97d2ce4f42f39a7618ed5ee58f29.png,0.3,0.3,พลังจิต
480,เอ็มริต,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/c4c3b5fa66ccb67b58294e01c1dab249be5468a0.png,0.3,0.3,พลังจิต
481,อักนอม,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/7a5384f7f9544160fac09bb8a5288236b78547fa.png,0.3,0.3,พลังจิต
482,ดีอัลกา,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/8668d7ffbb6f65021375ea43c9cc717d8ec1b156.png,683,5.4,โลหะ มังกร
483,พัลเกีย,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/72ef81c09d7c20d3b0004d8a2a3407553ed2440b.png,336,4.2,น้ำ มังกร
484,ฮีดราน,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/33ffbccab92231180b36e4f6ce5fdb24da4c14a0.png,430,1.7,ไฟ โลหะ
485,เรจิกิกัส,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/ffa9cf41b9ce0171942705f59a3280b5c561f6b7.png,420,3.7,ปกติ
